DTSTAMP,DTSTART,DTEND,SUMMARY,LOCATION,DESCRIPTION,CREATED,LAST-MODIFIED,SEQUENCE
<icalendar.prop.vDDDTypes object at 0x0000021093D21DE0>,2021-09-17T06:15:00,2021-09-17T10:15:00,Expression Culture Comm pro - Outils info,BIBLIOTHEQUE UNIVERSITAIRE OU TEAMS,"

RT1Turing
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D22230>,2021-11-18T14:30:00,2021-11-18T16:30:00,Fondamentaux de la programmation,RT-Labo Informatique 3,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D22650>,2021-09-20T06:15:00,2021-09-20T08:15:00,Transmissions guidées,RT-Salle-TD3,"

RT2App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D22A40>,2021-09-20T15:00:00,2021-09-20T16:00:00,EXAMEN CISCO,RT-Labo Informatique 1,"

RT2Hamming
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D22E30>,2021-09-30T13:30:00,2021-09-30T15:30:00,Anglais général,RT-Labo Informatique 2,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D23220>,2021-10-07T06:15:00,2021-10-07T10:15:00,Fondamentaux de la programmation,RT-Labo Informatique 2,"

RT1Huffman
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D23640>,2021-11-08T08:15:00,2021-11-08T11:15:00,Fondamentaux de la programmation,RT-Labo Informatique 3,"

RT1Huffman
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D23A60>,2021-10-04T12:00:00,2021-10-04T14:00:00,Mathématiques des transmissions,"RT-Amphi,RT-Salle-TD2,RT-Salle-TD1","

RT1-S1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D23F70>,2021-11-29T13:00:00,2021-11-29T16:00:00,Electronique,RT-Labo Electronique 1,"

RT1Turing
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D342B0>,2022-01-04T09:15:00,2022-01-04T11:15:00,Mathématiques des transmissions,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D346A0>,2022-01-13T12:30:00,2022-01-13T14:30:00,SAE14: Se présenter sur Internet,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D34AC0>,2021-09-15T07:15:00,2021-09-15T10:15:00,Introduction aux technologies Web,RT-Labo Informatique 2,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D34EE0>,2021-12-07T09:15:00,2021-12-07T10:45:00,SAE12: Réseaux,RT-Salle-TD2,"

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D352D0>,2022-01-25T09:15:00,2022-01-25T11:15:00,Signaux et systèmes pour les transmissions,RT-Amphi,"

RT1-S2
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D356F0>,2022-02-16T07:15:00,2022-02-16T11:15:00,Administration système,RT-Labo Informatique 2,"

RT1Huffman
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D35AE0>,2022-01-14T07:15:00,2022-01-14T11:15:00,SAE15: Traiter des données,RT-Labo Informatique 1,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D35F00>,2021-09-30T08:15:00,2021-09-30T10:15:00,Anglais général,RT-Labo Informatique 2,"

RT1Shannon2
RT1Shannon1
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D362F0>,2022-01-27T09:15:00,2022-01-27T11:15:00,Technologie de l'internet,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D366E0>,2021-11-15T15:00:00,2021-11-15T17:00:00,Réseaux locaux et équipements actifs PKT,"RT-Labo Informatique 2,RT-Labo reseaux 1","

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D36B30>,2021-09-16T06:15:00,2021-09-16T08:15:00,Transmission large bande,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D36F20>,2022-02-11T12:30:00,2022-02-11T16:30:00,Technologie de l'internet,RT-Labo reseaux 1,"

RT1Shannon2
RT1Shannon1
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D37310>,2021-10-01T06:15:00,2021-10-01T08:15:00,Bases des systèmes d'exploitation,RT-Labo Informatique 1,"

RT1Shannon2
RT1Shannon1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D37730>,2022-02-18T12:30:00,2022-02-18T16:30:00,Technologie de l'internet,RT-Labo reseaux 1,"

RT1Turing
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D37B20>,2021-12-16T12:30:00,2021-12-16T16:15:00,Systèmes et stockage virtualisés,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D44040>,2021-10-20T14:00:00,2021-10-20T16:00:00,Anglais général,RT-Salle-TD2,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D443A0>,2022-01-12T12:30:00,2022-01-12T14:30:00,Gestion de projet,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D44790>,2022-01-18T13:00:00,2022-01-18T17:00:00,SAE15: Traiter des données,RT-Labo Informatique 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D44BB0>,2021-10-15T06:15:00,2021-10-15T08:15:00,Fondamentaux de la programmation,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D44FD0>,2022-02-09T12:30:00,2022-02-09T16:15:00,Gestion - Analyse des coûts,RT-Salle-TD3,"

LP-CyberSécurité
LP-GSIE-ARE-1
HOUDIN ELISA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D453C0>,2021-10-01T06:15:00,2021-10-01T10:15:00,Technologies d'accès,RT-Labo Telecoms 1,"

RT2Hamming
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D457B0>,2021-12-08T07:15:00,2021-12-08T11:00:00,BDD : ADMINISTRATION,RT-Labo Informatique 1,"

LP-CyberSécurité
LP-GSIE-ARE-1
PRESLES BENOÎT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D45BA0>,2021-09-20T12:00:00,2021-09-20T14:00:00,Expression Culture Comm pro - Outils info,GC-ISAT R10 Info petite,"

RT1App
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D45FC0>,2021-09-01T07:00:00,2021-09-01T08:00:00,Rentrée RT2,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
Réunion/Evènement
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D463B0>,2022-02-10T14:30:00,2022-02-10T16:30:00,TP Solutions métier,RT-Labo reseaux 1,"

LP-CyberSécurité
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D467A0>,2021-11-17T13:00:00,2021-11-17T15:00:00,Expression Culture Communications professionnelles,RT-Salle-TD1,"

RT1Huffman
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D46B90>,2021-10-06T06:15:00,2021-10-06T10:15:00,Initiation réseaux,RT-Labo Informatique 3,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D46F80>,2021-12-13T13:00:00,2021-12-13T15:00:00,SAE12: Réseaux,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D47370>,2021-10-18T12:00:00,2021-10-18T14:00:00,Transmission large bande,RT-Labo Telecoms 1,"

RT2Dijkstra
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D47760>,2022-02-10T07:15:00,2022-02-10T09:15:00,Analyse et traitement de données structurées,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
TDBell
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D47B80>,2021-10-11T11:30:00,2021-10-11T15:15:00,Evaluation performative,Pôle formation (Monéteau),"

RT-LP GSIE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D60040>,2022-01-20T07:15:00,2022-01-20T11:15:00,SAE15: Traiter des données,RT-Labo Informatique 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D60400>,2021-10-05T12:00:00,2021-10-05T14:00:00,Technologies d'accès,RT-Labo Telecoms 1,"

RT2Dijkstra
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D607F0>,2021-11-09T15:00:00,2021-11-09T17:00:00,Expression Culture Comm pro - Outils info,GC-ISAT 111 Info,"

RT1App
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D60C10>,2022-01-28T07:15:00,2022-01-28T09:15:00,Signaux et systèmes pour les transmissions,RT-Salle-TD2,"

TDFourier
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D61030>,2021-11-08T13:00:00,2021-11-08T17:00:00,Fondamentaux de la programmation,RT-Labo Informatique 1,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D61450>,2021-09-06T07:00:00,2021-09-06T08:00:00,Rentrée RT2app,RT-Salle-TD3,"

RT2App
Réunion/Evènement
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D61840>,2021-11-24T15:00:00,2021-11-24T17:00:00,Réunion stage,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D61C30>,2022-01-12T13:00:00,2022-01-12T17:00:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D62050>,2021-09-24T07:15:00,2021-09-24T10:15:00,Transmissions guidées,RT-Labo Telecoms 2,"

RT2Hamming
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D62440>,2021-11-29T13:00:00,2021-11-29T15:00:00,Infrastructure sans fil,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D62830>,2021-11-12T07:15:00,2021-11-12T11:15:00,Réseaux opérateurs SM,RT-Labo Telecoms 1,"

RT2Dijkstra
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D62C20>,2022-01-12T13:00:00,2022-01-12T16:00:00,Réseaux cellulaires,RT-Labo Informatique 1,"

RT2Hamming
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D63010>,2021-09-29T12:00:00,2021-09-29T16:00:00,Expression Culture Comm pro - Outils info,GC-ISAT R10 Info petite,"

RT1Shannon2
RT1Shannon1
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D63430>,2022-01-25T13:00:00,2022-01-25T15:00:00,Sources de données,RT-Salle-TD1,"

TDBell
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D63820>,2021-11-17T07:15:00,2021-11-17T09:15:00,Anglais général,RT-Labo Informatique 1,"

RT1Shannon2
RT1Shannon1
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D63C10>,2022-01-20T09:15:00,2022-01-20T11:15:00,DS Réseaux cellulaires,RT-Amphi,"

RT2Hamming
RT2Dijkstra
RT2-S4
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D70040>,2022-02-08T15:00:00,2022-02-08T17:00:00,Analyse et traitement de données structurées,RT-Salle-TD2,"

RT1Shannon1
RT1Turing
TDFourier
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D70460>,2022-01-06T09:15:00,2022-01-06T11:15:00,Supports de transmission pour les réseaux locaux,RT-Salle-TD1,"

TDBell
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D70850>,2021-10-25T12:00:00,2021-10-25T14:00:00,Mathématiques des transmissions,"RT-Amphi,RT-Salle-TD2,RT-Salle-TD1","

RT1-S1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D70C70>,2021-11-26T12:30:00,2021-11-26T15:30:00,Electronique,RT-Labo Electronique 1,"

RT1Huffman
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D71060>,2021-12-07T09:15:00,2021-12-07T11:15:00,CM Supervision et sécurisation du SI,RT-Amphi,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D71480>,2021-12-17T12:30:00,2021-12-17T16:30:00,Architecture des systèmes numériques et informatiques,RT-Labo Informatique 1,"

RT1Shannon1
RT1Shannon2
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D71870>,2021-12-15T15:00:00,2021-12-15T17:00:00,Architecture des systèmes numériques et informatiques,RT-Labo Informatique 2,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D71C60>,2021-12-07T13:00:00,2021-12-07T17:00:00,Réseaux locaux et équipements actifs,RT-Labo reseaux 2,"

RT1Turing
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D72080>,2021-10-29T06:15:00,2021-10-29T10:15:00,Applications informatiques,RT-Labo Informatique 2,"

RT2Dijkstra
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D72470>,2022-01-03T07:15:00,2022-01-03T11:00:00,Administration Active Directory,Pôle formation (Monéteau),"

RT-LP GSIE
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D72860>,2021-12-07T09:15:00,2021-12-07T11:15:00,Services réseaux avancés,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D72C50>,2021-09-24T11:30:00,2021-09-24T15:30:00,SAE11: Cybersécurité,RT-Labo Informatique 2,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D73070>,2022-01-06T07:15:00,2022-01-06T09:15:00,Supports de transmission pour les réseaux locaux,RT-Salle Labo Visio,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D73460>,2021-10-08T11:30:00,2021-10-08T15:30:00,Fondamentaux de la programmation,RT-Labo Informatique 1,"

RT1Huffman
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D73880>,2021-09-20T07:00:00,2021-09-20T10:00:00,Visite Orange - Fibre Optique,,"

RT2Dijkstra
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D73C70>,2021-10-26T06:15:00,2021-10-26T08:15:00,Mathématiques des transmissions,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D84040>,2021-11-12T12:30:00,2021-11-12T14:30:00,Réseaux opérateurs SM,RT-Labo Telecoms 1,"

RT2Dijkstra
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D84490>,2021-12-08T15:00:00,2021-12-08T17:00:00,Architecture des systèmes numériques et informatiques,"RT-Salle Info CAO,TEAMS","

TDBell
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D84880>,2022-01-14T07:15:00,2022-01-14T11:15:00,Gestion de projet,RT-Labo Informatique 3,"

RT1Shannon2
RT1Shannon1
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D84C70>,2021-10-22T11:30:00,2021-10-22T13:30:00,Technologies d'accès,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D85060>,2021-11-16T09:15:00,2021-11-16T11:15:00,Expression Culture Communications professionnelles,RT-Salle Labo Visio,"

RT1App
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D85450>,2021-10-20T14:00:00,2021-10-20T16:00:00,Communication,RT-Salle-TD4,"

RT2App
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D85840>,2021-10-06T14:00:00,2021-10-06T16:00:00,Communication,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D85C30>,2021-12-01T07:15:00,2021-12-01T08:45:00,DS TP Infrastructure sans fil,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D86020>,2021-10-19T12:00:00,2021-10-19T14:00:00,Principes et architecture des réseaux,"RT-Salle-TD2,RT-Amphi,RT-Salle-TD1","

RT1-S1
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D86470>,2021-10-27T12:00:00,2021-10-27T15:00:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1Turing
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D86890>,2022-01-12T13:00:00,2022-01-12T17:00:00,SAE15: Traiter des données,RT-Labo Informatique 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D86CB0>,2021-12-08T13:00:00,2021-12-08T15:00:00,DS Expression Culture Communications professionnelles,RT-Salle Labo Visio,"

RT1App
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021093D870A0>,2022-01-03T07:15:00,2022-01-03T09:15:00,SAE15: Traiter des données,RT-Salle-TD1,"

TDBell
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
